Team,Country,R_word_count,R_char_count,R_word_density,R_punc_count,Job Description - Cleaned,C_word_count,C_char_count,C_word_density,C_punc_count,Business Development & Support,Customer Service,Data Science & Analytics,Design & User Experience,Engineering,Finance,Finance & Legal,IT Services,Leadership,Legal & Public Affairs,Marketing & Communications,People,Product,Security & Infrastructure,Score,Score_median,Score_max,Category
Security & Infrastructure,Netherlands,637,3443,0.18495934959349594,97,"technology product manager core infrastructure long ago book trip see eiffel tower stroll new york iconic madison avenue feel sand toe copacabana beach simply matter tap smartphone fact booking.com make easy everyone experience world world might feel little farther away right busy prepare world ready travel across office worldwide continue innovate solve complex challenge travel technology plan excite development lie ahead strategic long-term investment believe future travel opening new career opportunity strong impact mission united belief human desire explore planet beauty discover people culture endure world wait together ready booking.com look technology product manager join core infrastructure department amsterdam core infrastructure delivers easy use dependable ecosystem infrastructure service tool idea quickly become reality customer member one 40+ infrastructure team give freedom make significant measurable change impact million people work one big e-commerce company world deploy code 50,000+ server across multiple data center around world b.responsible long-term vision product inspire team achieve vision effectively share message guide new feature service inception launch keep internal external customer center everything collect/give feedback input from/to diverse set internal external stakeholder use data make inform decision team work next analyze implement result develop prioritize backlog continuously improve product service team opinion data-driven define key business product success metric track improve upon b.skilled least year experience technology product manager work infrastructure software product previous hands-on experience engineer equivalent technical role nice excellent communication collaboration influence skill team player bottom-up ideation process ability see big picture without lose sight product detail analytical orientation strong problem-solving skill demonstrate ability structure issue analyze alternative solution able understand formulate meaningful business metric fluent english language spoken write b.offered contribute high scale complex world-renowned product see real-time impact work work fast-paced performance-driven culture career advancement via online on-the-job training hackathons conference active community participation competitive compensation benefit package great add perk work home city booking.com value diversity type open dynamic workplace pillar booking.com since day one something continue strongly believe build today booking.com proud equal opportunity workplace affirmative action employer qualify applicant receive consideration employment without regard race colour religion gender gender identity expression sexual orientation national origin genetics disability age veteran status strive move well beyond traditional equal opportunity work create environment allows everyone thrive",365,2520,0.14478381594605316,26,8,7,2,6,5,1,3,4,8,2,2,8,6,4,66,4.5,8,Manager
Design & User Experience,Netherlands,1107,6557,0.1688014638609332,184,booking.com booking.com data drive decision technology core innovation everywhere company datasets line code a/b test thrill first night new place excitement next morning friend make journey take sight see food sample product partner people make easy everyone experience world role travel mean book hotel room flight place visit thing see people meet countless moment shape every travel experience book product experience organization set foundation principle seamless consistent book user experience create accessible inclusive travel experience everyone experience world senior design manager design system lead innovative team designer create scale user interface foundation library accessible principle accelerate team velocity raise quality digital product experience book io android web platform role enables every product development team book hotel flight car guest partner employee essential creative code element build great experience b.responsible unique opportunity senior design manager creative vision technical ground lead critical aspect product design booking.com book design language core ingredient express brand book design system transforms language code design definition distribute platform accessibility provide inclusive human-centered solution support ensure book product usable everyone role manages coach develops craft-focused team drive team activity define evolve new design foundation ensure deliverable time acceptable quality scalable meet book product strategy role confer leader product owner technology team ux community key stakeholder research frame opportunity develop company-wide design approach create product-ready asset help book reach user experience ambition important aspect job include people leadership lead example take ownership proactive collaborate nurture grow develop design talent team approachable coach mentor lead design manager senior design staff foster great culture innovates work together team partner booking.com com team role celebrates unified success respect booking.com value us guide way work craft delivery leadership shape way work team elevate level craft quality connects dot team facilitates collaborative process provide continuous design direction innovation share expert knowledge user flow product feature underlie technology across team track contributes advancement booking.com 's design development principle standard component practice drive consistent adherence relevant design standard principle support wider design foundation strategic objective create share service tool drive consistent product experience platform demonstrates awareness current upcoming trend market technology design share knowledge widely encourages others learn design experience strategy aligns team mission objective collaboration across team discipline level thought partner product team define shape deliver app web roadmaps work platform principal designer sr. design manager create align scale design strategy apps web act consistent advocate end user need perspective product area discussion review critique demonstrates fluent understand track area 's business model strategy actively contributes strategy collaboration track leadership manager champion adherence consistency establish design ux copy standard guideline across area business level discipline actively engages manager department order improve management process contribute overall performance evaluation improvement b.skilled year design management role 12 year individual contributor design experience preferably travel marketplace ecommerce saas medium retail etc customer-orientated user experience design organization experience shipping successful product multiple platform use scalable framework design system machine learn framework demonstrate experience manage ux related discipline manage multidisciplinary individual team extensive knowledge design process document creative ability develop idea flow design proposition engage customer strong theoretical practical user-centred design skill experience knowledge a/b multivariate test process knowledge lean ux lean startup design think dual track agile strong people management skill ability deal complex people issue excellent stakeholder management experience proven communicator influence cooperate people level strong work ethic self-directed resourceful solution orient result driven analytical skill data-informed mindset bachelor degree design hci computer science library science related field year progressively responsible experience specialty equivalent b.offered full relocation support family case move amsterdam one cosmopolitan city europe fine-tuned process successfully relocate 300+ technology professional amsterdam last year alone contribute high scale complex world renowned product see real time impact work million traveller worldwide work fast pace performance driven culture opportunity utilise technical expertise leadership capability entrepreneurial spirit promote drive impactful innovative engineering solution technical behavioural interpersonal competence advancement via on-the-job opportunity experimental project hackathons conference active community participation competitive compensation benefit package great add perk work home city booking.com value diversity type open dynamic workplace pillar booking.com since day one something continue strongly believe build today booking.com proud equal opportunity workplace affirmative action employer qualify applicant receive consideration employment without regard race colour religion gender gender identity expression sexual orientation national origin genetics disability age veteran status strive move well beyond traditional equal opportunity work create environment allows everyone thrive,720,5055,0.14240506329113925,29,12,3,8,15,9,1,5,9,10,1,5,9,12,5,104,8.5,15,Manager
Engineering,China,678,3871,0.17510330578512398,128,booking.com data drive decision technology core innovation everywhere company datasets line code a/b test thrill first night new place excitement next morning friend make journey take sight see food sample product partner people empower everyone experience world b.responsible junior software developer book responsible development performance scale public website well internal system work cross functional team learn team others also ability make individual impact build product address need partner customer optimise exist product contribute modernisation effort transition service-oriented architecture applicable collaborate top notch senior engineer learn best practice assign buddy help navigate high-paced business environment important aspect job include rapidly develop next-generation scalable flexible high-performance system solve issue site internal system prioritise base customer impact act intermediary problem technical non-technical audience test run thousand experiment one time built one advanced a/b test platform industry product developed perl expand tech stack move towards soa architecture cloud tech stack backend include perl java kafka kubernetes cassandra mysql perl effective come rapid prototyping product development team lot necessary know perl start use language influence future language b.skilled look motivate junior developer enjoy solve problem could benefit booking.com customer initiate solution discussion believe challenge scale right mindset tool found people match follow requirement one thrive 1- year software development experience use one server side program language preferably perl java python scala c++ etc demonstrable experience mysql postgresql similar relational database bachelor mathematics software engineering computer science equivalent prefer excellent communication write spoken fluent english chinese previous experience distribute system advantage experience work product impact large customer base advantage b.offered role open candidate worldwide provide assistance family applicable generous relocation package ensure smooth transition work living shanghai contribute high scale complex world renowned product see real-time impact work million traveller worldwide work fast-paced performance driven culture opportunity grow technical expertise capability entrepreneurial spirit promote help drive impactful innovative engineering solution technical behavioural interpersonal competence advancement via on-the-job opportunity experimental project hackathons conference active community participation competitive compensation benefit package booking.com proud equal opportunity workplace affirmative action employer qualify applicant receive consideration employment without regard race colour religion gender gender identity expression sexual orientation national origin genetics disability age veteran status strive move well beyond traditional equal opportunity work create environment allows everyone thrive hire company booking.com customer service center shanghai co. ltd. one booking.com bv support company china booking.com customer service center shanghai co. ltd. look io developer booking.com bv company behind booking.com™ market lead online accommodation reservation service world reference booking.com '' refer booking.com bv. ``,411,2900,0.14167528438469493,36,8,4,6,7,12,0,4,9,9,1,2,4,8,12,86,6.5,12,Developer
Business Development & Support,Other,489,2834,0.1724867724867725,74,"enjoy take ownership responsible internal business portfolio thrive building strong relationship inspire partner new product service answer yes might take next account manager amaze hong kong office booking.com bv company behind booking.com tm world lead online hotel reservation service look people support business fast-growing hotel market b.responsible support booking.com bv responsible inform consult accommodation partner regard business performance market opportunity industry trend empower partner use system tool available product booking.com bv goal optimize performance platform create amaze experience book customer b.capable communicate effectively clearly express idea information others flex style accord specific situation audience manage market excel evaluate local market characteristic trend driver effectively prioritize manage performance portfolio account business value identify articulate partner need capable create value partner identify clarify prioritize partner need formulate position solution enjoy create win-win value partner match need relevant offering present compelling way gain commitment capability move partner conversation forward lead conversation successful outcome represent booking.com exhibit professional behavior act role model booking.com value interaction partner self-awareness manage develop capability achieve business goal make difference interact partner recognize emotion oneself others use information guide think behavior b.skilled 3-5 year experience relevant account management function fluent english cantonese mandarin prefer well affinity experience within e-commerce and/or travel industry pro-active sense responsibility work independently accurate strong analytical skill eye detail team player self-motivated flexible open change positive attitude availability travel 50 already permission work hong kong b.offered performance-based company offer career advancement competitive compensation include bonus also offer call book deal competitive benefit booking.com bv world accommodation site 3rd large global e-commerce player diverse team 15,000 strong united single mission empower people experience world connect traveler world large selection incredible place stay include everything apartment vacation home family-run 5-star luxury resort tree house even igloo day 1,200,000 room night reserve platform",295,2080,0.14175876982220087,26,8,3,2,3,1,2,5,2,4,2,3,6,3,1,45,3.0,8,Accounts
Engineering,China,502,2763,0.18162083936324167,89,booking.com data drive decision technology core innovation everywhere company datasets line code a/b test thrill first night new place excitement next morning friend make journey take sight see food sample product partner people empower everyone experience world b.responsible guide principle help user help business listen customer give feature want use developer mobile team 'll key part idea generation process work small start up-like group take full ownership part platform 'll work iterative improvement make part high-speed release cycle well look ahead implement broader change mobile app io developer develop new feature io product optimize ui performance monitor understand customer behavior build native io component solve issue prioritize base customer impact collaborate back end developer designer product owner constantly improve customer experience within io platform contribute booking.com 's growth interview on-boarding recruitment effort b.skilled 1-3 year experience developer use either swift objective-c language 1-3 year experience must work io application development use io sdk knowledge cocoa objective-c xcode knowledge object orient concept strong passion software development self-motivated explore new technology application environment excellent attention detail self-starter highly motivate team-player fully comfortable work english write spoken b.ig bonus experience apple approval distribution process ad hoc enterprise distribution built approve store app experience work a/b test passionate open source contribute afraid solve deep technical challenge whole new level huge scale intrinsic curiosity technological innovation always top late trend b.offered performance-based company offer career advancement lucrative compensation include bonus stock potential also offer call book deal competitive perk benefit technology department offer training attends/speaks global conference position open worldwide candidate case relocation assist generous relocation package ensure smooth transition work living shanghai hire company booking.com customer service center shanghai co. ltd. one booking.com bv support company china booking.com customer service center shanghai co. ltd. look io developer booking.com bv company behind booking.com™ market lead online accommodation reservation service world reference booking.com '' refer booking.com bv. ``,312,2070,0.15065185900531144,39,9,4,1,8,4,1,4,8,7,1,1,6,4,2,60,4.0,9,Developer
Engineering,United Kingdom,1151,6160,0.18682032137639992,116,booking.com make easy everyone experience world begin take hotel booking online 20 year ago shape travel industry ever since today building platform connects part trip accommodation transport ticket tour hq manchester trip business unit help people get want go anywhere world whether customer want freedom car ease taxi economy public transport make possible team passionate help people travel see challenge opportunity always ready change go cross functional agile team product continuous delivery devops environment revolutionise online customer experience great website mobile app data driven decision use kibana hadoop monitoring big data mi mvt test continuous improvement keep simple develop team great engineering practice focus tdd bdd principle strong focus non-functional requirement begin rather afterthought decouple service orientate architecture resilience adaptability built great journey ahead vision radically change work practice realise ambition world class engineering function technology employer choice northwest beyond make mistake challenge journey ahead commit deliver great customer experience across web mobile call centre partner channel could fit look engineering multi-skilled group 400 people responsible provide technology enable rentalcars.com business fast pace dynamic excite driven environment provide service 24x7 basis provide touch point online customer experience market lead app great web site software service business system manage customer product goal create great customer experience across platform help deliver growth business look superb enthusiastic software engineer push boundary engineering brilliant solution contribute shape new future expect energy passion deliver use whole range technology solid understand engineering principle minimum expect engineer solid understand php development 7.3 8.0 good understand javascript ajax good understand dependency management use composer good understand web work start request response good understand design pattern framework mvc laravel symfony zend understand continuous integration continuous delivery agile understand git version control system understand major browser include dev tool platform linux aws good understand security principle secure cod proficient write good quality object-oriented code simple fast load robust interest move java development next year beneficial skill good understand asynchronous system message example kafka quality first mind-set write code use technique tdd bdd good understand agile practice cloud technology aws container technology docker good understand knowledge server technology linux recent experience java development responsibility write high quality robust code include test sense ownership quality solution produce adhere default principle architecture quality non-functional requirement build design deliver high quality solution line guidance best practice department collaborate team others deliver high quality solution design develop reusable library apis code easy maintain understand re-use learn new technology keep abreast exist technology able apply work contribute evolution best practice department write review take responsibility clear concise comprehensive technical documentation support live product devops environment require fun large diverse technology estate therefore software engineer typically work one follow area also free move area part career development aspiration web development develop feature web site across mobile tablet desktop web site high-volume site handle million search booking year strong focus a/b test proficient html ajax bootstrapping xhtml http jquery json xml good understand style apply design web page use cs proficient javascript framework node.js react.js angular.js proficient use jsp java experience use spring/struts service development develop service component within product domain public face web site component example search pricing engine proficient use java good understand web service rest base apis use json xml good understand database technology mysql sql server understand domain driven design understand soa understand orm technology hibernate full stack development web development service development offer employee ownership work great technical challenge great new office work heart manchester great facility include subsidise canteen starbucks free breakfast fruit cycle hub excite dynamic place work 25 day paid holiday plus bank holiday rise 28 day year service great discount accommodation car rental group benefit 15 discretionary bonus 10 match pension opportunity shape future team software development kit work want colleague work life balance work business core hour 10-4 flexibility around within 37.5 hour week also open consider flexible work arrangement talent specialist discus application progress booking.com proud equal opportunity workplace affirmative action employer qualify applicant receive consideration employment without regard race colour religion gender gender identity expression sexual orientation national origin genetics disability age veteran status strive move well beyond traditional equal opportunity work create environment allows everyone thrive,691,4517,0.1529437804338203,19,11,3,6,9,17,3,5,14,13,1,1,6,11,11,111,7.5,17,Developer
Design & User Experience,United Kingdom,850,4842,0.17551104687177368,100,senior designer company long ago book trip see eiffel tower stroll new york iconic madison avenue feel sand toe copacabana beach simply matter tap smartphone fact booking.com make easy everyone experience world world might feel little farther away right busy prepare world ready travel across office worldwide continue innovate solve complex challenge travel technology plan excite development lie ahead strategic long-term investment believe future travel opening new career opportunity strong impact mission united belief human desire explore planet beauty discover people culture endure world wait together ready booking.com core value think customer first succeed together learn forever right thing area ride group craft ground transportation experience booking.com senior design role ride taxi focus define grow taxi product booking.com customer across web app great eye detail apply design prototype autonomous highly organise experience oversee multiple track work strong communicator great collaboration skill designer discipline strong stakeholder management outside immediate team wider design community confident run design research present back variety stakeholder experience coach mentor designer experience app design desirable necessary role senior designer booking.com experienced designer craft expertise exceptional understand subject area work directly within team indirectly across small number team within subject area define execute design detail drive business value key responsibility demonstrates advanced knowledge user flow product feature underlie technology across team track demonstrates work understand large user business context product area demonstrates advanced understand application user-centered design concept method tool technique enable advance quality design outcome creates high-quality well-researched data inform design asset solution responsible overall product design quality area proactively identifies fix critical issue bug across track team completes complex objective autonomously involve everyone necessary proactively generates new product idea well devise test and/or process evaluate alternative recommend solution proactively help others develop champion refine idea initiative solve business and/or user need inside outside area direct responsibility demonstrates advanced understand book 's brand design accessibility standard system ensures adhere area business proactively partner peer lead others tech product organization drive execute broader level strategy improve product community around advance team design community understand user-centered design concept method technique facilitates team ideation session solution discovery brainstorming relevant design topic volunteer work project solve business and/or user need outside area direct responsibility e.g could issue designer willing tackle find interest knowledge skill year relevant experience design digital product native mobile apps strong interpersonal skill strong work ethic self-directed resourceful solution orient result driven proactive flexible capable work independently well work team good communication analytical skill ability multi-task flexible attitude advanced knowledge prototyping tool prototyping environment web cod language html cs etc advanced knowledge native app interface engine creates appropriate interface use core design tool like figma sketch invision adobe creative cloud demonstrates advanced knowledge principle concept theory product design related area include copywriting research portfolio demonstrates previous design experience breadth depth design skill case study two illustrate challenge method role outcome bachelor master degree plus language english benefit 25 vacation day rise 28 go explore generous accommodation discount explore less bonus package pension 10 match company contribution free breakfast subsidise staff restaurant starbucks coffee huge learn development platform tailor shopping leisure discount perkbox interest free travel loans/discounted car parking competitive maternity/paternity/adoption leave flexible work include work home wellbeing focus weekly onsite yoga mental health first aiders free face-to-face support,540,3669,0.14713896457765668,22,8,5,4,17,5,1,2,6,8,1,5,5,9,3,79,5.0,17,Other
Data Science & Analytics,Netherlands,683,4010,0.17028172525554724,118,booking.com data drive decision technology core innovation everywhere company datasets line code a/b test thrill first night new place excitement next morning friend make journey take sight see food sample product partner people make easy everyone experience world trust safety team look data savvy professional join team machine learn scientist opportunity use past pattern related trust safety build machine learn model detect alert relevant pattern real time senior machine learn scientist chance work excite product play integral role take next level chance collaborate closely developer scientist engineer product manager designer various business stakeholder take full ownership work initial idea generation phase implementation final product thrive booking.com result-focused innovative solid quantitative background understand complex business model logic behind customer trust safety team trust safety area provide protection various area physical sexual abuse human traffic safety hazard among many ensures booking.com actively monitor trust safety issue b.responsible primarily develop ml model feature development line organisational objective direction responsible timely delivery new feature good quality work multi-disciplined team take full ownership turn discovery idea product machine learn incl understand product requirement data discovery model development evaluation implementation full production pipeline batch stream-based deployment use model output deliver short-term commercial impact longer-term differentiate business value customer experience define build proof-of-concepts test new idea demonstrate potential value relevant stakeholder document share finding identify technology generalise reusable framework continuously evolve craft keep date late development ml/ai related technology upskilling need actively contribute machine learn booking.com training exploration new technology interview onboarding mentor colleague b.skilled least year relevant work experience master phd equivalent experience quantitative field computer science mathematics engineering artificial intelligence etc prior experience feature engineering solid understand fundamental machine learn concept fluency least one program language strong preference python strong work knowledge hadoop spark sql experience tensorflow plus experience put machine learn model production excellent english communication skill write verbal ability convey message team member stakeholder b.offered living work amsterdam one cosmopolitan city europe contribute high scale complex world renowned product see real-time impact work million traveller worldwide work fast-paced performance driven culture opportunity utilize technical expertise leadership capability entrepreneurial spirit promote drive impactful innovative engineering solution technical behavioural interpersonal competence advancement via on-the-job opportunity experimental project hackathons conference active community participation competitive compensation benefit package great add perk work home city booking.com booking.com proud equal opportunity workplace affirmative action employer qualify applicant receive consideration employment without regard race colour religion gender gender identity expression sexual orientation national origin genetics disability age veteran status strive move well beyond traditional equal opportunity work create environment allows everyone thrive,422,3023,0.13955026455026456,22,8,4,13,9,9,0,2,8,9,1,2,6,10,5,86,7.0,13,ML
Engineering,United Kingdom,700,3637,0.19241341396371633,70,agile coach booking.com make easy everyone experience world begin take hotel booking online 20 year ago shape travel industry ever since today building platform connects part trip accommodation transport ticket tour transportation team help people get want go anywhere world whether customer want freedom car ease taxi economy public transport make possible team passionate help people travel see challenge opportunity always ready change go cross functional agile team product continuous delivery devops environment revolutionise online customer experience great website mobile app data driven decision use kibana hadoop monitoring big data mi mvt test continuous improvement keep simple develop team great engineering practice focus tdd bdd principle strong focus non-functional requirement begin rather afterthought decouple service orientate architecture resilience adaptability built great journey ahead vision radically change work practice realise ambition world class engineering function technology employer choice northwest beyond make mistake challenge journey ahead commit deliver great customer experience across web mobile call centre partner channel could fit offer return ownership work great technical challenge great new office work heart manchester great facility include subsidise canteen starbucks free breakfast fruit cycle hub excite dynamic place work 25 day paid holiday plus bank holiday great discount car rental group benefit opportunity shape future team software development kit work key responsibility coach mentor support teach inspire product team software delivery work multiple cross-functional team deliver high value business develop drive coach backlog adoption software delivery value principle practice challenge product engineering think evolutionary manner support transformation fun skill look look dynamic enthusiastic agile coach join team help continue adopt appropriate agile delivery technique within product team additionally agile coach help people outside product team understand benefit iterative software delivery agile coach experienced lead software delivery focus continuous improvement within coach team product team coach variety discipline within product team include product owner developer tester ux etc guide team think customer first help set team motivate inspire team get best clearly communicate team member varied background senior stakeholder clear difference output outcome strong negotiate influence skill tell strong story explain explore agile principle new engage way work team use agile principle value team life well product team beneficial skill knowledge experience lean work principle experience bdd tdd hdd software engineering background teach mentor support people think get take join team want manage coach backlog excite work environment great facility real freedom challenge status quo help team make improvement could opportunity put tick every box coach team support network well business come show bring team challenge status quo,414,2603,0.15898617511520738,3,9,3,3,7,9,1,2,9,9,1,0,3,7,5,68,4.0,9,Other
People,Netherlands,632,3709,0.17035040431266846,67,booking.com mission make easy everyone experience world world might feel little farther away right busy prepare world ready travel strategic long-term investment believe future travel opening career opportunity strong impact mission excite opportunity recruiter join partner service recruitment team role responsible execute talent acquisition strategy deliver hire result commercial function provide best class support accommodation partner position base london amsterdam regional recruitment end end passionate candidate advocate proven analytical capability multitasking skill extreme attention detail ability effectively prioritize multi-task senior recruiter also self-starter operational recruiting experience passion recruiting high level flexibility commitment ability tackle ambiguity task responsibility self-sufficient able work little direct supervision strong track record solve complex problem deliver significant impact senior executive recruiter meeting deadline act talent advisor identify appropriate stakeholder hire need provide outstanding guidance hire manager interview team shape talent need best match need booking.com external talent gather market data landscape hire manager support influence hire strategy decision make inform market trend recruiting practice act brand ambassador build talent network activates knowledgeable industry source develop generate ongoing pool candidate diverse mix source delivers promise recruit diverse candidate pipeline slate proactive achieve hire target effective selection process us data create measure scale smart recruiting tactic manages hire process first class candidate experience end-to-end support coordinator sourcers applicable work closely business hr colleague throughout search process provide consistent communication incredible service executes labor legislation require change ensure compliance manages pre- closing candidate hire manager follow global guideline ensure consistency alignment ta product tool service initiative provide feedback suggestion input ta manager/team lead improve recruitment process organization effectiveness adoption continually develops domain knowledge business function handle multiple problem simultaneously high judgment ideal experience profile 2-3 year recruiting experience sale commercial recruitment experience high volume recruitment well specialist search experienced negotiator ability pre close deal demonstrate ability partner influence key stakeholder execution recruiting initiative self-confident building proactive meaningful relationship throughout global organisation strong analytical skill ability leverage data support business case pursues creative solution ability create measure scale right workflow candidate hire manager recruiting team ensure result strong track record solve complex problem design creative strategy deliver significant impact strong work ethic self-directed resourceful work independently motivate drive enthusiasm demonstrate ability work well team strong organizational skill ability manage complex operational process demonstrates personal accountability integrity collaborative focus team spirit knowledge share understand value work one team inquisitive strong desire learn new thing improve exist process,396,2873,0.13778705636743216,13,8,4,3,6,2,3,2,2,3,2,4,11,5,0,55,3.0,11,Recruiter
People,Netherlands,624,3672,0.1698883746256466,66,booking.com mission make easy everyone experience world world might feel little farther away right busy prepare world ready travel strategic long-term investment believe future travel opening career opportunity strong impact mission excite opportunity senior recruiter join partner service recruitment team role responsible execute talent acquisition strategy deliver hire result commercial function provide best class support accommodation partner regional recruitment end end passionate candidate advocate proven analytical capability multitasking skill extreme attention detail ability effectively prioritize multi-task senior recruiter also self-starter operational recruiting experience passion recruiting high level flexibility commitment ability tackle ambiguity task responsibility self-sufficient able work little direct supervision strong track record solve complex problem deliver significant impact senior executive recruiter meeting deadline act talent advisor identify appropriate stakeholder hire need provide outstanding guidance hire manager interview team shape talent need best match need booking.com external talent gather market data landscape hire manager support influence hire strategy decision make inform market trend recruiting practice act brand ambassador build talent network activates knowledgeable industry source develop generate ongoing pool candidate diverse mix source delivers promise recruit diverse candidate pipeline slate proactive achieve hire target effective selection process us data create measure scale smart recruiting tactic manages hire process first class candidate experience end-to-end support coordinator sourcers applicable work closely business hr colleague throughout search process provide consistent communication incredible service executes labor legislation require change ensure compliance manages pre- closing candidate hire manager follow global guideline ensure consistency alignment ta product tool service initiative provide feedback suggestion input ta manager/team lead improve recruitment process organization effectiveness adoption continually develops domain knowledge business function handle multiple problem simultaneously high judgment ideal experience profile 5+ year recruiting experience sale commercial recruitment experience high volume recruitment well specialist search experienced negotiator ability pre close deal demonstrate ability partner influence key stakeholder execution recruiting initiative self-confident building proactive meaningful relationship throughout global organisation strong analytical skill ability leverage data support business case pursues creative solution ability create measure scale right workflow candidate hire manager recruiting team ensure result strong track record solve complex problem design creative strategy deliver significant impact strong work ethic self-directed resourceful work independently motivate drive enthusiasm demonstrate ability work well team strong organizational skill ability manage complex operational process demonstrates personal accountability integrity collaborative focus team spirit knowledge share understand value work one team inquisitive strong desire learn new thing improve exist process,393,2851,0.13779803646563815,13,7,4,3,6,2,3,2,2,3,2,3,11,5,0,53,3.0,11,Sales
Engineering,Netherlands,842,4904,0.17166156982670744,138,booking.com large online travel agency world serve hundred million user platform 43 language offer 28 million report accommodation listing booking.com data drive decision maintain peta byte data include limited customer information reservation accommodation information accommodation availability destination information etc marketing technology core constantly evolve adapt system able work best technology work team expose perl java mysql cassandra kafka kubernetes hadoop bigquery elastic search get chance utilise technology solve problem hand scalable reliable way also contribute goal make easy everyone experience world senior backend developer partnership recruiting partnership department responsible booking.com white label co-brand product external api corporate travel tech team work closely commercial operation team order combine extensive data qualitative quantitative direct feedback customer create tailor product customer vertical b.responsible senior developer responsible development performance scale public website well internal system within team work independently also responsible help steer key technical decision important aspect job include rapidly develop next-generation scalable flexible high-performance system influencers collaborative proactive attitude drive innovation within team solve issue system prioritize base customer impact advocate development best practice within team/track coach mentor team/track member technical topic drive culture ownership technical excellence lead example act intermediary problem technical non-technical audience take ownership reliability incident lead post-mortem process understand business process best support customer client ex accommodation attraction flight etc support finance department within company appropriate system tool contribute growth booking.com interview on-boarding recruitment effort b.skilled look driven developer enjoy solve problem initiate solution discussion believe challenge scale right mindset tool found people match follow requirement one fit best 7+ year software development experience use server side program language preferably java knowledge perl plus least one year experience senior developer experience soa java spring boot kafka experience building highly scalable distribute system batch processing pipeline focus data integrity resilience experience unit integration end-to-end test paradigm experience define uphold slos/kpis lead architecture review system experience debug troubleshoot java service good grip jvm internals experience work product impact large customer base company wide impact excellent communication write spoken b.offered opportunity contribute high scale complex world renowned product see real time impact work million traveler worldwide part truly international fast pace environment performance driven culture various opportunity grow technically personally via side project hackathons conference involvement community full relocation support family case move amsterdam one cosmopolitan city europe fine-tuned process successfully relocate 300+ technology professional amsterdam last year alone headquarters locate one dynamic city europe amsterdam performance-based company offer 29 vacation day career advancement lucrative compensation include bonus stock potential discount booking.com accommodation book deal include perk benefit company-sponsored family social activity help employee become integrate dutch culture diverse creative colleague every corner world generous relocation package ensure smooth transition work living amsterdam 70 different nationality within technology department alone able absorb new skill grow career multicultural environment value diversity type open dynamic workplace pillar booking.com since day one something continue strongly believe build today booking.com proud equal opportunity workplace affirmative action employer qualify applicant receive consideration employment without regard race colour religion gender gender identity expression sexual orientation national origin genetics disability age veteran status strive move well beyond traditional equal opportunity work create environment allows everyone thrive,518,3681,0.14068441064638784,26,9,4,3,9,12,3,5,10,7,2,4,6,8,9,91,6.5,12,Developer
